,City          
13420,New York      
13421,Boston        
13422,Dallas        
13423,Seattle       
13424,Dallas        
13425,Dallas        
13426,Los Angeles   
13427,Seattle       
13428,Boston        
13429,Boston        
13430,Chicago       
13431,Houston       
13432,Dallas        
13433,New York      
13434,Boston        
13435,Boston        
13436,Miami         
13437,Boston        
13438,Houston       
13439,Chicago       
13440,Dallas        
13441,San Francisco 
13442,Dallas        
13443,Seattle       
13444,Chicago       
13445,Seattle       
13446,Houston       
13447,San Francisco 
13448,Houston       
13449,Chicago       
13450,Seattle       
13451,Los Angeles   
13452,New York      
13453,Boston        
13454,Seattle       
13455,Boston        
13456,Seattle       
13457,Chicago       
13458,Boston        
13459,Seattle       
13460,Houston       
13461,Houston       
13462,Atlanta       
13463,Boston        
13464,New York      
13465,Los Angeles   
13466,Los Angeles   
13467,Atlanta       
13468,San Francisco 
13469,New York      
13470,Miami         
13471,San Francisco 
13472,New York      
13473,San Francisco 
13474,Chicago       
13475,New York      
13476,San Francisco 
13477,Miami         
13478,Seattle       
13479,Atlanta       
13480,Seattle       
13481,Los Angeles   
13482,Seattle       
13483,Los Angeles   
13484,Dallas        
13485,Houston       
13486,New York      
13487,New York      
13488,Dallas        
13489,Atlanta       
13490,Dallas        
13491,Seattle       
13492,New York      
13493,New York      
13494,Boston        
13495,Seattle       
13496,New York      
13497,Houston       
13498,New York      
13499,Chicago       
13500,Chicago       
13501,Los Angeles   
13502,Chicago       
13503,Atlanta       
13504,San Francisco 
13505,Miami         
13506,Miami         
13507,San Francisco 
13508,New York      
13509,Miami         
13510,Boston        
13511,San Francisco 
13512,New York      
13513,Miami         
13514,Chicago       
13515,Los Angeles   
13516,Miami         
13517,Seattle       
13518,Dallas        
13519,Dallas        
13520,San Francisco 
13521,Seattle       
13522,San Francisco 
13523,Dallas        
13524,San Francisco 
13525,Boston        
13526,Miami         
13527,San Francisco 
13528,Los Angeles   
13529,Chicago       
13530,New York      
13531,New York      
13532,Chicago       
13533,New York      
13534,Atlanta       
13535,Seattle       
13536,Seattle       
13537,San Francisco 
13538,Seattle       
13539,Atlanta       
13540,Atlanta       
13541,Houston       
13542,Dallas        
13543,Boston        
13544,Houston       
13545,Atlanta       
13546,Boston        
13547,New York      
13548,San Francisco 
13549,Atlanta       
13550,Los Angeles   
13551,Atlanta       
13552,Atlanta       
13553,Boston        
13554,Chicago       
13555,Houston       
13556,New York      
13557,Miami         
13558,New York      
13559,San Francisco 
13560,Dallas        
13561,New York      
13562,Los Angeles   
13563,San Francisco 
13564,Atlanta       
13565,Seattle       
13566,Miami         
13567,Chicago       
13568,Dallas        
13569,Seattle       
13570,Boston        
13571,Atlanta       
13572,Chicago       
13573,Chicago       
13574,Miami         
13575,Seattle       
13576,Boston        
13577,New York      
13578,Dallas        
13579,Chicago       
13580,Los Angeles   
13581,Chicago       
13582,Atlanta       
13583,Miami         
13584,New York      
13585,Boston        
13586,Los Angeles   
13587,San Francisco 
13588,New York      
13589,Miami         
13590,San Francisco 
13591,San Francisco 
13592,Dallas        
13593,Atlanta       
13594,San Francisco 
13595,Chicago       
13596,Boston        
13597,Los Angeles   
13598,New York      
13599,Chicago       
13600,Chicago       
13601,Chicago       
13602,New York      
13603,Houston       
13604,Houston       
13605,Seattle       
13606,Atlanta       
13607,Seattle       
13608,Houston       
13609,New York      
13610,Atlanta       
13611,Boston        
13612,Chicago       
13613,Houston       
13614,Los Angeles   
13615,Houston       
13616,Los Angeles   
13617,Chicago       
13618,San Francisco 
13619,Seattle       
13620,Miami         
13621,New York      
13622,San Francisco 
13623,Miami         
13624,Seattle       
13625,Miami         
13626,Houston       
13627,Dallas        
13628,Boston        
13629,Miami         
13630,New York      
13631,San Francisco 
13632,Los Angeles   
13633,San Francisco 
13634,Los Angeles   
13635,Chicago       
13636,Atlanta       
13637,Dallas        
13638,Seattle       
13639,Los Angeles   
13640,Los Angeles   
13641,Atlanta       
13642,Dallas        
13643,Miami         
13644,Los Angeles   
13645,Boston        
13646,Atlanta       
13647,Los Angeles   
13648,Houston       
13649,Dallas        
13650,Los Angeles   
13651,Los Angeles   
13652,Houston       
13653,Los Angeles   
13654,Seattle       
13655,Houston       
13656,Seattle       
13657,Chicago       
13658,Boston        
13659,Atlanta       
13660,Miami         
13661,Miami         
13662,Dallas        
13663,Atlanta       
13664,San Francisco 
13665,Boston        
13666,Houston       
13667,Chicago       
13668,Seattle       
13669,Houston       
13670,Chicago       
13671,Los Angeles   
13672,Seattle       
13673,New York      
13674,Dallas        
13675,Dallas        
13676,Seattle       
13677,Dallas        
13678,Dallas        
13679,Houston       
13680,Los Angeles   
13681,Atlanta       
13682,San Francisco 
13683,Chicago       
13684,Boston        
13685,Chicago       
13686,San Francisco 
13687,Boston        
13688,Dallas        
13689,Seattle       
13690,Chicago       
13691,Miami         
13692,Los Angeles   
13693,New York      
13694,Los Angeles   
13695,Houston       
13696,Dallas        
13697,Houston       
13698,New York      
13699,Dallas        
13700,Atlanta       
13701,Seattle       
13702,New York      
13703,Los Angeles   
13704,Miami         
13705,Seattle       
13706,Atlanta       
13707,Atlanta       
13708,Miami         
13709,Chicago       
13710,Chicago       
13711,Seattle       
13712,Dallas        
13713,Boston        
13714,Boston        
13715,Los Angeles   
13716,Houston       
13717,Houston       
13718,Chicago       
13719,Dallas        
13720,Houston       
13721,Boston        
13722,Atlanta       
13723,Boston        
13724,Seattle       
13725,Boston        
13726,Boston        
13727,Seattle       
13728,Chicago       
13729,Dallas        
13730,Atlanta       
13731,Chicago       
13732,Chicago       
13733,Los Angeles   
13734,Atlanta       
13735,Atlanta       
13736,Miami         
13737,Seattle       
13738,New York      
13739,Miami         
13740,Boston        
13741,New York      
13742,New York      
13743,Los Angeles   
13744,San Francisco 
13745,Seattle       
13746,Seattle       
13747,Chicago       
13748,New York      
13749,Los Angeles   
13750,Los Angeles   
13751,Dallas        
13752,Chicago       
13753,Los Angeles   
13754,Los Angeles   
13755,Seattle       
13756,San Francisco 
13757,Boston        
13758,San Francisco 
13759,Houston       
13760,New York      
13761,Houston       
13762,Miami         
13763,Houston       
13764,Houston       
13765,Seattle       
13766,Houston       
13767,Atlanta       
13768,Los Angeles   
13769,Dallas        
13770,Los Angeles   
13771,Houston       
13772,Dallas        
13773,Houston       
13774,Los Angeles   
13775,Los Angeles   
13776,Seattle       
13777,Dallas        
13778,Dallas        
13779,Boston        
13780,Houston       
13781,Atlanta       
13782,Houston       
13783,Boston        
13784,Atlanta       
13785,Houston       
13786,Houston       
13787,Dallas        
13788,Miami         
13789,San Francisco 
13790,Boston        
13791,Houston       
13792,Houston       
13793,Seattle       
13794,New York      
13795,Houston       
13796,Dallas        
13797,Houston       
13798,Atlanta       
13799,Boston        
13800,Los Angeles   
13801,Seattle       
13802,Boston        
13803,Miami         
13804,San Francisco 
13805,Atlanta       
13806,New York      
13807,Atlanta       
13808,Chicago       
13809,Boston        
13810,Boston        
13811,San Francisco 
13812,Atlanta       
13813,Miami         
13814,Seattle       
13815,Los Angeles   
13816,Miami         
13817,Miami         
13818,Chicago       
13819,Los Angeles   
13820,Miami         
13821,Miami         
13822,San Francisco 
13823,Houston       
13824,New York      
13825,Los Angeles   
13826,Houston       
13827,Miami         
13828,Chicago       
13829,New York      
13830,Seattle       
13831,Los Angeles   
13832,Chicago       
13833,Atlanta       
13834,Miami         
13835,Seattle       
13836,Houston       
13837,Chicago       
13838,Los Angeles   
13839,Chicago       
13840,Boston        
13841,New York      
13842,Dallas        
13843,Seattle       
13844,Atlanta       
13845,Houston       
13846,Boston        
13847,New York      
13848,Los Angeles   
13849,Los Angeles   
13850,Seattle       
13851,New York      
13852,Chicago       
13853,Dallas        
13854,San Francisco 
13855,Boston        
13856,Houston       
13857,Atlanta       
13858,New York      
13859,Dallas        
13860,Dallas        
13861,Dallas        
13862,Chicago       
13863,Atlanta       
13864,New York      
13865,Seattle       
13866,San Francisco 
13867,San Francisco 
13868,Houston       
13869,Chicago       
13870,Los Angeles   
13871,Seattle       
13872,Boston        
13873,Atlanta       
13874,Miami         
13875,New York      
13876,Houston       
13877,Boston        
13878,New York      
13879,Dallas        
13880,Dallas        
13881,Atlanta       
13882,New York      
13883,Miami         
13884,Los Angeles   
13885,Chicago       
13886,Miami         
13887,Boston        
13888,Chicago       
13889,Boston        
13890,Seattle       
13891,San Francisco 
13892,Miami         
13893,San Francisco 
13894,San Francisco 
13895,Seattle       
13896,Atlanta       
13897,New York      
13898,Los Angeles   
13899,Miami         
13900,Boston        
13901,Seattle       
13902,San Francisco 
13903,Boston        
13904,Dallas        
13905,New York      
13906,Boston        
13907,Dallas        
13908,Seattle       
13909,Houston       
13910,San Francisco 
13911,Boston        
13912,Dallas        
13913,Boston        
13914,Chicago       
13915,Boston        
13916,Houston       
13917,San Francisco 
13918,San Francisco 
13919,Miami         
13920,Houston       
13921,New York      
13922,Houston       
13923,Miami         
13924,Houston       
13925,Boston        
13926,Seattle       
13927,Chicago       
13928,Houston       
13929,Los Angeles   
13930,Miami         
13931,Dallas        
13932,Dallas        
13933,Atlanta       
13934,Houston       
13935,Boston        
13936,Houston       
13937,Miami         
13938,Seattle       
13939,Houston       
13940,Dallas        
13941,Miami         
13942,Los Angeles   
13943,New York      
13944,Atlanta       
13945,Houston       
13946,Los Angeles   
13947,Boston        
13948,New York      
13949,Chicago       
13950,New York      
13951,Los Angeles   
13952,Seattle       
13953,Boston        
13954,Seattle       
13955,Dallas        
13956,Houston       
13957,Houston       
13958,San Francisco 
13959,Dallas        
13960,San Francisco 
13961,Miami         
13962,New York      
13963,Atlanta       
13964,Miami         
13965,Los Angeles   
13966,Houston       
13967,Los Angeles   
13968,Los Angeles   
13969,Miami         
13970,Boston        
13971,Atlanta       
13972,Miami         
13973,Seattle       
13974,Seattle       
13975,Atlanta       
13976,San Francisco 
13977,Chicago       
13978,Miami         
13979,New York      
13980,San Francisco 
13981,Miami         
13982,Houston       
13983,Houston       
13984,Seattle       
13985,Seattle       
13986,Dallas        
13987,Los Angeles   
13988,Boston        
13989,Miami         
13990,San Francisco 
